Date,Time,Matchweek,League,Home_Team,Away_Team,Predicted_Result,Prob_Home_Win,Prob_Draw,Prob_Away_Win
2026-04-05,00:00,28,Ligue 1,Monaco,Marseille,Away Win,0.25327158,0.23824337,0.5084851
2026-04-05,00:00,28,Ligue 1,Lorient,Paris FC,Home Win,0.5459065,0.23443095,0.21966255
2026-04-05,00:00,28,Ligue 1,Metz,Nantes,Home Win,0.38341266,0.25171733,0.36487007
2026-04-05,00:00,28,Ligue 1,Lille,Lens,Away Win,0.26279888,0.24018277,0.4970183
2026-04-05,00:00,28,Ligue 1,Paris SG,Toulouse,Home Win,0.68959934,0.1888216,0.12157907
2026-04-05,00:00,28,Ligue 1,Strasbourg,Nice,Home Win,0.50611967,0.24197723,0.25190312
2026-04-05,00:00,28,Ligue 1,Angers,Lyon,Away Win,0.24849811,0.23715991,0.514342
2026-04-05,00:00,28,Ligue 1,Brest,Rennes,Home Win,0.410345,0.2508028,0.33885226
2026-04-12,00:00,29,Ligue 1,Auxerre,Nantes,Home Win,0.423817,0.25047413,0.32570884
2026-04-12,00:00,29,Ligue 1,Paris FC,Monaco,Away Win,0.33509693,0.25046465,0.4144384
2026-04-12,00:00,29,Ligue 1,Toulouse,Lille,Home Win,0.4338385,0.24953243,0.31662908
2026-04-12,00:00,29,Ligue 1,Nice,Le Havre,Away Win,0.36280102,0.25174242,0.38545665
2026-04-12,00:00,29,Ligue 1,Lyon,Lorient,Home Win,0.56995064,0.22830963,0.20173977
2026-04-12,00:00,29,Ligue 1,Marseille,Metz,Home Win,0.67146945,0.19574456,0.13278599
2026-04-12,00:00,29,Ligue 1,Lens,Paris SG,Away Win,0.32503468,0.24965331,0.42531192
2026-04-12,00:00,29,Ligue 1,Brest,Strasbourg,Home Win,0.41691753,0.2509201,0.33216238
2026-04-12,00:00,29,Ligue 1,Rennes,Angers,Home Win,0.3924187,0.25150943,0.35607186
2026-04-19,00:00,30,Ligue 1,Monaco,Auxerre,Home Win,0.5231626,0.2390213,0.23781608
2026-04-19,00:00,30,Ligue 1,Lorient,Marseille,Away Win,0.31058854,0.24779797,0.44161347
2026-04-19,00:00,30,Ligue 1,Metz,Paris FC,Away Win,0.3433188,0.25069025,0.405991
2026-04-19,00:00,30,Ligue 1,Nantes,Brest,Away Win,0.28465742,0.24414955,0.471193
2026-04-19,00:00,30,Ligue 1,Lille,Nice,Home Win,0.5160104,0.24039905,0.24359052
2026-04-19,00:00,30,Ligue 1,Paris SG,Lyon,Home Win,0.58737934,0.22346751,0.18915313
2026-04-19,00:00,30,Ligue 1,Strasbourg,Rennes,Home Win,0.40827054,0.25082037,0.34090912
2026-04-19,00:00,30,Ligue 1,Lens,Toulouse,Home Win,0.60947776,0.21687067,0.17365156
2026-04-19,00:00,30,Ligue 1,Angers,Le Havre,Home Win,0.45410967,0.2485421,0.29734823
2026-04-26,00:00,31,Ligue 1,Le Havre,Metz,Home Win,0.55825716,0.23138766,0.2103552
2026-04-26,00:00,31,Ligue 1,Lorient,Strasbourg,Home Win,0.45376915,0.24864651,0.29758438
2026-04-26,00:00,31,Ligue 1,Paris FC,Lille,Away Win,0.29763094,0.24633487,0.45603418
2026-04-26,00:00,31,Ligue 1,Toulouse,Monaco,Home Win,0.48608172,0.24496186,0.2689564
2026-04-26,00:00,31,Ligue 1,Lyon,Auxerre,Home Win,0.6591363,0.2002601,0.14060354
2026-04-26,00:00,31,Ligue 1,Marseille,Nice,Home Win,0.6182537,0.21411535,0.16763091
2026-04-26,00:00,31,Ligue 1,Angers,Paris SG,Away Win,0.23629849,0.23369987,0.53000164
2026-04-26,00:00,31,Ligue 1,Brest,Lens,Away Win,0.23262753,0.23298433,0.5343881
2026-04-26,00:00,31,Ligue 1,Rennes,Nantes,Home Win,0.56287783,0.23018819,0.20693393
2026-05-03,00:00,32,Ligue 1,Auxerre,Angers,Away Win,0.288143,0.24483334,0.4670236
2026-05-03,00:00,32,Ligue 1,Metz,Monaco,Away Win,0.31724676,0.24845344,0.43429983
2026-05-03,00:00,32,Ligue 1,Nantes,Marseille,Away Win,0.23531666,0.23358929,0.531094
2026-05-03,00:00,32,Ligue 1,Paris FC,Brest,Away Win,0.31439084,0.24856,0.43704915
2026-05-03,00:00,32,Ligue 1,Nice,Lens,Away Win,0.22811246,0.2316467,0.5402408
2026-05-03,00:00,32,Ligue 1,Lyon,Rennes,Home Win,0.5986182,0.22016875,0.18121304
2026-05-03,00:00,32,Ligue 1,Lille,Le Havre,Home Win,0.4630655,0.24780416,0.28913033
2026-05-03,00:00,32,Ligue 1,Paris SG,Lorient,Home Win,0.6781668,0.19323139,0.12860186
2026-05-03,00:00,32,Ligue 1,Strasbourg,Toulouse,Home Win,0.37569484,0.25144926,0.37285596
2026-05-09,19:00,33,Ligue 1,Le Havre,Marseille,Away Win,0.25643,0.23890303,0.5046669
2026-05-09,19:00,33,Ligue 1,Auxerre,Nice,Away Win,0.34547734,0.25064906,0.40387365
2026-05-09,19:00,33,Ligue 1,Monaco,Lille,Away Win,0.36549023,0.25102982,0.38347992
2026-05-09,19:00,33,Ligue 1,Metz,Lorient,Away Win,0.27153006,0.24208455,0.48638546
2026-05-09,19:00,33,Ligue 1,Toulouse,Lyon,Away Win,0.24389547,0.23591684,0.5201877
2026-05-09,19:00,33,Ligue 1,Paris SG,Brest,Home Win,0.69761634,0.1856496,0.11673404
2026-05-09,19:00,33,Ligue 1,Lens,Nantes,Home Win,0.7061881,0.18217985,0.11163205
2026-05-09,19:00,33,Ligue 1,Angers,Strasbourg,Home Win,0.42250398,0.2507428,0.32675323
2026-05-09,19:00,33,Ligue 1,Rennes,Paris FC,Home Win,0.50142694,0.24281308,0.25576
2026-05-16,19:00,34,Ligue 1,Lorient,Le Havre,Home Win,0.48771507,0.2449077,0.2673772
2026-05-16,19:00,34,Ligue 1,Nantes,Toulouse,Away Win,0.2642482,0.2404364,0.4953154
2026-05-16,19:00,34,Ligue 1,Paris FC,Paris SG,Away Win,0.22238643,0.2298854,0.5477281
2026-05-16,19:00,34,Ligue 1,Nice,Metz,Home Win,0.50602573,0.24209055,0.2518837
2026-05-16,19:00,34,Ligue 1,Lyon,Lens,Home Win,0.39457706,0.2519832,0.3534397
2026-05-16,19:00,34,Ligue 1,Marseille,Rennes,Home Win,0.57706547,0.22636244,0.19657208
2026-05-16,19:00,34,Ligue 1,Lille,Auxerre,Home Win,0.550758,0.23327151,0.21597046
2026-05-16,19:00,34,Ligue 1,Strasbourg,Monaco,Home Win,0.45511094,0.24838273,0.29650632
2026-05-16,19:00,34,Ligue 1,Brest,Angers,Home Win,0.39795035,0.25117528,0.35087442
2026-02-18,19:00,16,La Liga,Levante,Villarreal,Away Win,0.23869692,0.23467746,0.52662563
2026-02-20,20:00,25,La Liga,Athletic Club,Elche,Home Win,0.44502592,0.24919465,0.3057794
2026-02-21,13:00,25,La Liga,Sociedad,Oviedo,Home Win,0.5842492,0.22435279,0.19139805
2026-02-21,15:15,25,La Liga,Betis,Vallecano,Home Win,0.63627714,0.20821759,0.1555053
2026-02-21,17:30,25,La Liga,Osasuna,Real Madrid,Away Win,0.24379744,0.23602569,0.5201768
2026-02-21,20:00,25,La Liga,Ath Madrid,Espanol,Home Win,0.6115913,0.21621308,0.1721956
2026-02-22,13:00,25,La Liga,Getafe,Sevilla,Home Win,0.4147441,0.25105643,0.3341995
2026-02-22,15:15,25,La Liga,Barcelona,Levante,Home Win,0.727341,0.17328216,0.09937685
2026-02-22,17:30,25,La Liga,Celta,Mallorca,Home Win,0.51850647,0.239814,0.24167955
2026-02-22,20:00,25,La Liga,Villarreal,Valencia,Home Win,0.6275675,0.21110782,0.1613247
2026-02-23,20:00,25,La Liga,Alaves,Girona,Away Win,0.34439605,0.25063345,0.40497044
2026-02-27,20:00,26,La Liga,Levante,Alaves,Away Win,0.37287554,0.25166366,0.37546086
2026-02-28,13:00,26,La Liga,Vallecano,Athletic Club,Away Win,0.32853436,0.24927269,0.42219293
2026-02-28,15:15,26,La Liga,Barcelona,Villarreal,Home Win,0.58448875,0.22428995,0.19122131
2026-02-28,17:30,26,La Liga,Mallorca,Sociedad,Away Win,0.3067498,0.2473739,0.44587633
2026-02-28,20:00,26,La Liga,Oviedo,Ath Madrid,Away Win,0.25381777,0.2382621,0.5079202
2026-03-01,13:00,26,La Liga,Elche,Espanol,Away Win,0.30843842,0.2471643,0.44439733
2026-03-01,15:15,26,La Liga,Valencia,Osasuna,Away Win,0.29275563,0.24522635,0.46201798
2026-03-01,17:30,26,La Liga,Betis,Sevilla,Home Win,0.62931,0.21053708,0.1601529
2026-03-01,20:00,26,La Liga,Girona,Celta,Away Win,0.2928196,0.24538973,0.46179068
2026-03-02,20:00,26,La Liga,Real Madrid,Getafe,Home Win,0.7124014,0.17961568,0.10798294
2026-03-04,18:00,23,La Liga,Vallecano,Oviedo,Home Win,0.39520136,0.25152346,0.35327518
2026-03-06,20:00,27,La Liga,Osasuna,Mallorca,Home Win,0.50072265,0.24283782,0.25643948
2026-03-07,13:00,27,La Liga,Getafe,Betis,Away Win,0.2385938,0.23483878,0.5265674
2026-03-07,15:15,27,La Liga,Levante,Girona,Away Win,0.31521085,0.24805707,0.43673205
2026-03-07,17:30,27,La Liga,Ath Madrid,Sociedad,Home Win,0.5525988,0.23276378,0.21463743
2026-03-07,20:00,27,La Liga,Celta,Real Madrid,Away Win,0.25715697,0.23892982,0.5039132
2026-03-08,13:00,27,La Liga,Villarreal,Elche,Home Win,0.6549491,0.20175686,0.14329404
2026-03-08,15:15,27,La Liga,Athletic Club,Barcelona,Away Win,0.2305634,0.23236383,0.5370727
2026-03-08,17:30,27,La Liga,Sevilla,Vallecano,Home Win,0.40052116,0.25183344,0.3476454
2026-03-08,20:00,27,La Liga,Valencia,Alaves,Home Win,0.43757647,0.2496947,0.31272882
2026-03-09,20:00,27,La Liga,Espanol,Oviedo,Home Win,0.4655144,0.24730499,0.28718057
2026-03-15,00:00,28,La Liga,Alaves,Villarreal,Away Win,0.23917231,0.23476985,0.52605784
2026-03-15,00:00,28,La Liga,Ath Madrid,Getafe,Home Win,0.6334304,0.20917122,0.1573984
2026-03-15,00:00,28,La Liga,Barcelona,Sevilla,Home Win,0.7335059,0.17059667,0.095897436
2026-03-15,00:00,28,La Liga,Betis,Celta,Home Win,0.5151143,0.24019238,0.24469332
2026-03-15,00:00,28,La Liga,Oviedo,Valencia,Away Win,0.34653002,0.25085136,0.40261865
2026-03-15,00:00,28,La Liga,Girona,Athletic Club,Home Win,0.4343089,0.25044078,0.3152503
2026-03-15,00:00,28,La Liga,Real Madrid,Elche,Home Win,0.7230301,0.17513387,0.10183602
2026-03-15,00:00,28,La Liga,Mallorca,Espanol,Home Win,0.39788982,0.25144917,0.35066107
2026-03-15,00:00,28,La Liga,Vallecano,Levante,Home Win,0.37754747,0.25167525,0.37077734
2026-03-15,00:00,28,La Liga,Sociedad,Osasuna,Home Win,0.44583324,0.24920541,0.30496135
2026-03-22,00:00,29,La Liga,Athletic Club,Betis,Away Win,0.23473564,0.23373796,0.53152645
2026-03-22,00:00,29,La Liga,Barcelona,Vallecano,Home Win,0.7363419,0.16934666,0.09431146
2026-03-22,00:00,29,La Liga,Elche,Mallorca,Away Win,0.33674338,0.25016096,0.41309562
2026-03-22,00:00,29,La Liga,Espanol,Getafe,Home Win,0.43519452,0.25010434,0.31470117
2026-03-22,00:00,29,La Liga,Levante,Oviedo,Home Win,0.4085109,0.2512257,0.34026343
2026-03-22,00:00,29,La Liga,Sevilla,Valencia,Away Win,0.36834034,0.251933,0.37972668
2026-03-22,00:00,29,La Liga,Celta,Alaves,Home Win,0.5569285,0.23172818,0.21134336
2026-03-22,00:00,29,La Liga,Real Madrid,Ath Madrid,Home Win,0.57073796,0.22809848,0.20116349
2026-03-22,00:00,29,La Liga,Osasuna,Girona,Home Win,0.48688298,0.2447306,0.26838642
2026-03-22,00:00,29,La Liga,Villarreal,Sociedad,Home Win,0.570686,0.22810636,0.20120765
2026-04-05,00:00,30,La Liga,Alaves,Osasuna,Away Win,0.29373366,0.24566253,0.4606038
2026-04-05,00:00,30,La Liga,Ath Madrid,Barcelona,Away Win,0.30047804,0.24664591,0.45287603
2026-04-05,00:00,30,La Liga,Betis,Espanol,Home Win,0.59759,0.22047262,0.18193737
2026-04-05,00:00,30,La Liga,Girona,Villarreal,Away Win,0.2655501,0.24080952,0.4936404
2026-04-05,00:00,30,La Liga,Mallorca,Real Madrid,Away Win,0.23164386,0.23266369,0.53569245
2026-04-05,00:00,30,La Liga,Oviedo,Sevilla,Away Win,0.37403938,0.2518175,0.37414315
2026-04-05,00:00,30,La Liga,Getafe,Athletic Club,Away Win,0.3490598,0.25089118,0.40004906
2026-04-05,00:00,30,La Liga,Valencia,Celta,Away Win,0.2758637,0.24257211,0.48156416
2026-04-05,00:00,30,La Liga,Vallecano,Elche,Home Win,0.38441953,0.25166267,0.36391783
2026-04-05,00:00,30,La Liga,Sociedad,Levante,Home Win,0.5730105,0.22747983,0.19950967
2026-04-12,00:00,31,La Liga,Barcelona,Espanol,Home Win,0.7145206,0.17873298,0.10674645
2026-04-12,00:00,31,La Liga,Celta,Oviedo,Home Win,0.57958233,0.22566308,0.19475456
2026-04-12,00:00,31,La Liga,Elche,Valencia,Away Win,0.34692195,0.25079784,0.40228018
2026-04-12,00:00,31,La Liga,Mallorca,Vallecano,Home Win,0.47685507,0.24618663,0.2769583
2026-04-12,00:00,31,La Liga,Sociedad,Alaves,Home Win,0.5601785,0.2308942,0.20892727
2026-04-12,00:00,31,La Liga,Sevilla,Ath Madrid,Away Win,0.2537553,0.23817766,0.50806695
2026-04-12,00:00,31,La Liga,Osasuna,Betis,Away Win,0.28415942,0.24416259,0.471678
2026-04-12,00:00,31,La Liga,Levante,Getafe,Away Win,0.3660646,0.25147507,0.38246027
2026-04-12,00:00,31,La Liga,Real Madrid,Girona,Home Win,0.6946077,0.18684806,0.118544236
2026-04-12,00:00,31,La Liga,Athletic Club,Villarreal,Away Win,0.23332249,0.23326166,0.53341585
2026-04-22,00:00,33,La Liga,Athletic Club,Osasuna,Away Win,0.2900353,0.24499314,0.46497154
2026-04-22,00:00,33,La Liga,Barcelona,Celta,Home Win,0.64489824,0.20528498,0.1498168
2026-04-22,00:00,33,La Liga,Levante,Sevilla,Home Win,0.39460617,0.25163847,0.35375533
2026-04-22,00:00,33,La Liga,Mallorca,Valencia,Home Win,0.42741826,0.25073993,0.32184178
2026-04-22,00:00,33,La Liga,Oviedo,Villarreal,Away Win,0.24250472,0.23567824,0.521817
2026-04-22,00:00,33,La Liga,Real Madrid,Alaves,Home Win,0.7101756,0.18053918,0.10928527
2026-04-22,00:00,33,La Liga,Elche,Ath Madrid,Away Win,0.2434792,0.23593725,0.52058357
2026-04-22,00:00,33,La Liga,Girona,Betis,Away Win,0.26157862,0.24014394,0.4982774
2026-04-22,00:00,33,La Liga,Vallecano,Espanol,Away Win,0.3056261,0.24672337,0.4476505
2026-04-22,00:00,33,La Liga,Sociedad,Getafe,Home Win,0.561546,0.23053807,0.2079159
2026-04-26,00:00,32,La Liga,Alaves,Mallorca,Away Win,0.36445993,0.25168085,0.3838592
2026-04-26,00:00,32,La Liga,Betis,Real Madrid,Away Win,0.26251313,0.24027316,0.4972137
2026-04-26,00:00,32,La Liga,Espanol,Levante,Home Win,0.44714034,0.24912108,0.30373862
2026-04-26,00:00,32,La Liga,Osasuna,Sevilla,Home Win,0.5515962,0.23302397,0.21537983
2026-04-26,00:00,32,La Liga,Vallecano,Sociedad,Away Win,0.27403805,0.242352,0.48361
2026-04-26,00:00,32,La Liga,Ath Madrid,Athletic Club,Home Win,0.62135845,0.21312346,0.16551809
2026-04-26,00:00,32,La Liga,Getafe,Barcelona,Away Win,0.23755705,0.23442507,0.5280178
2026-04-26,00:00,32,La Liga,Villarreal,Celta,Home Win,0.5513492,0.23292994,0.21572089
2026-04-26,00:00,32,La Liga,Oviedo,Elche,Home Win,0.38389093,0.25185677,0.36425236
2026-04-26,00:00,32,La Liga,Valencia,Girona,Away Win,0.37259498,0.2511299,0.37627512
2026-05-03,00:00,34,La Liga,Alaves,Athletic Club,Home Win,0.37765458,0.25199315,0.37035233
2026-05-03,00:00,34,La Liga,Betis,Oviedo,Home Win,0.6374577,0.20781921,0.15472306
2026-05-03,00:00,34,La Liga,Celta,Elche,Home Win,0.5786839,0.22591378,0.19540232
2026-05-03,00:00,34,La Liga,Espanol,Real Madrid,Away Win,0.23457776,0.23351532,0.5319069
2026-05-03,00:00,34,La Liga,Getafe,Vallecano,Home Win,0.41559085,0.25108123,0.33332798
2026-05-03,00:00,34,La Liga,Girona,Mallorca,Home Win,0.40971795,0.25153676,0.33874533
2026-05-03,00:00,34,La Liga,Valencia,Ath Madrid,Away Win,0.24714632,0.23667552,0.51617813
2026-05-03,00:00,34,La Liga,Osasuna,Barcelona,Away Win,0.24426046,0.23626256,0.51947695
2026-05-03,00:00,34,La Liga,Villarreal,Levante,Home Win,0.6477874,0.20427668,0.1479359
2026-05-03,00:00,34,La Liga,Sevilla,Sociedad,Away Win,0.2905112,0.24526855,0.4642203
2026-05-10,00:00,35,La Liga,Athletic Club,Valencia,Home Win,0.38955745,0.2516936,0.35874894
2026-05-10,00:00,35,La Liga,Ath Madrid,Celta,Home Win,0.545558,0.23425536,0.22018668
2026-05-10,00:00,35,La Liga,Barcelona,Real Madrid,Home Win,0.4426562,0.24940722,0.3079366
2026-05-10,00:00,35,La Liga,Levante,Osasuna,Away Win,0.28258973,0.2437736,0.4736367
2026-05-10,00:00,35,La Liga,Mallorca,Villarreal,Away Win,0.2445878,0.23610446,0.51930773
2026-05-10,00:00,35,La Liga,Elche,Alaves,Away Win,0.36942375,0.2515846,0.37899163
2026-05-10,00:00,35,La Liga,Sociedad,Betis,Away Win,0.32292613,0.24909309,0.42798078
2026-05-10,00:00,35,La Liga,Sevilla,Espanol,Away Win,0.33511114,0.25004116,0.41484773
2026-05-10,00:00,35,La Liga,Oviedo,Getafe,Away Win,0.35517302,0.25123265,0.3935944
2026-05-10,00:00,35,La Liga,Vallecano,Girona,Away Win,0.31116548,0.24752195,0.44131252
2026-05-13,00:00,36,La Liga,Alaves,Barcelona,Away Win,0.23401397,0.23323855,0.53274745
2026-05-13,00:00,36,La Liga,Betis,Elche,Home Win,0.634936,0.2086672,0.15639678
2026-05-13,00:00,36,La Liga,Celta,Levante,Home Win,0.5730603,0.22746277,0.19947697
2026-05-13,00:00,36,La Liga,Getafe,Mallorca,Away Win,0.34710127,0.25085217,0.40204656
2026-05-13,00:00,36,La Liga,Girona,Sociedad,Away Win,0.30967677,0.24773975,0.44258344
2026-05-13,00:00,36,La Liga,Espanol,Athletic Club,Home Win,0.4091344,0.25149593,0.33936965
2026-05-13,00:00,36,La Liga,Osasuna,Ath Madrid,Away Win,0.2815758,0.24378997,0.47463426
2026-05-13,00:00,36,La Liga,Valencia,Vallecano,Home Win,0.46874258,0.24684194,0.28441542
2026-05-13,00:00,36,La Liga,Villarreal,Sevilla,Home Win,0.65145636,0.20299253,0.14555109
2026-05-13,00:00,36,La Liga,Real Madrid,Oviedo,Home Win,0.72349375,0.17493582,0.10157046
2026-05-17,00:00,37,La Liga,Athletic Club,Celta,Away Win,0.27404255,0.24230433,0.4836531
2026-05-17,00:00,37,La Liga,Ath Madrid,Girona,Home Win,0.6083913,0.2172063,0.17440245
2026-05-17,00:00,37,La Liga,Barcelona,Betis,Home Win,0.6043464,0.21845184,0.17720178
2026-05-17,00:00,37,La Liga,Elche,Getafe,Away Win,0.36059994,0.2512862,0.3881139
2026-05-17,00:00,37,La Liga,Levante,Mallorca,Away Win,0.3391554,0.25027874,0.41056588
2026-05-17,00:00,37,La Liga,Vallecano,Villarreal,Away Win,0.23541464,0.23375201,0.53083336
2026-05-17,00:00,37,La Liga,Sociedad,Valencia,Home Win,0.5454951,0.23455395,0.21995094
2026-05-17,00:00,37,La Liga,Oviedo,Alaves,Away Win,0.36016712,0.25147906,0.38835385
2026-05-17,00:00,37,La Liga,Osasuna,Espanol,Home Win,0.50032103,0.24274644,0.25693253
2026-05-17,00:00,37,La Liga,Sevilla,Real Madrid,Away Win,0.23272727,0.23292416,0.53434855
2026-05-24,00:00,38,La Liga,Alaves,Vallecano,Home Win,0.43145475,0.25038818,0.31815702
2026-05-24,00:00,38,La Liga,Betis,Levante,Home Win,0.629993,0.21031158,0.15969534
2026-05-24,00:00,38,La Liga,Celta,Sevilla,Home Win,0.57247907,0.22762145,0.1998995
2026-05-24,00:00,38,La Liga,Espanol,Sociedad,Away Win,0.31174707,0.24798879,0.4402641
2026-05-24,00:00,38,La Liga,Getafe,Osasuna,Away Win,0.29110634,0.24529403,0.46359965
2026-05-24,00:00,38,La Liga,Mallorca,Oviedo,Home Win,0.4846615,0.24511032,0.27022818
2026-05-24,00:00,38,La Liga,Real Madrid,Athletic Club,Home Win,0.70244235,0.18370391,0.11385373
2026-05-24,00:00,38,La Liga,Villarreal,Ath Madrid,Home Win,0.44138852,0.24912632,0.30948517
2026-05-24,00:00,38,La Liga,Valencia,Barcelona,Away Win,0.2316771,0.23252362,0.5357993
2026-05-24,00:00,38,La Liga,Girona,Elche,Home Win,0.48557493,0.24525718,0.2691679
2026-02-20,19:30,23,Bundesliga,Mainz,Hamburg,Home Win,0.4623811,0.24759503,0.29002395
2026-02-21,14:30,23,Bundesliga,Union Berlin,Leverkusen,Away Win,0.24769689,0.2370796,0.5152235
2026-02-21,14:30,23,Bundesliga,Bayern Munich,Ein Frankfurt,Home Win,0.73878103,0.16826226,0.09295675
2026-02-21,14:30,23,Bundesliga,Wolfsburg,Augsburg,Away Win,0.3392403,0.25020516,0.41055447
2026-02-21,14:30,23,Bundesliga,FC Koln,Hoffenheim,Away Win,0.23594737,0.23425817,0.5297945
2026-02-21,17:30,23,Bundesliga,RB Leipzig,Dortmund,Away Win,0.29506668,0.24569516,0.45923814
2026-02-22,14:30,23,Bundesliga,Freiburg,M'gladbach,Home Win,0.5427521,0.23512818,0.22211981
2026-02-22,16:30,23,Bundesliga,St Pauli,Werder Bremen,Away Win,0.36915144,0.2517387,0.37910986
2026-02-22,18:30,23,Bundesliga,Heidenheim,Stuttgart,Away Win,0.23811218,0.23460786,0.52728
2026-02-27,19:30,24,Bundesliga,Augsburg,FC Koln,Home Win,0.42669445,0.25052965,0.3227759
2026-02-28,14:30,24,Bundesliga,Leverkusen,Mainz,Home Win,0.575962,0.2266675,0.19737053
2026-02-28,14:30,24,Bundesliga,M'gladbach,Union Berlin,Home Win,0.40969914,0.25151443,0.3387864
2026-02-28,14:30,24,Bundesliga,Hoffenheim,St Pauli,Home Win,0.69235206,0.18773699,0.119911
2026-02-28,14:30,24,Bundesliga,Werder Bremen,Heidenheim,Home Win,0.43882743,0.24947906,0.31169352
2026-02-28,17:30,24,Bundesliga,Dortmund,Bayern Munich,Away Win,0.35420027,0.25142184,0.39437792
2026-03-01,14:30,24,Bundesliga,Stuttgart,Wolfsburg,Home Win,0.65659815,0.20116895,0.1422329
2026-03-01,16:30,24,Bundesliga,Ein Frankfurt,Freiburg,Away Win,0.32459268,0.24913763,0.4262697
2026-03-01,18:30,24,Bundesliga,Hamburg,RB Leipzig,Away Win,0.27637526,0.24277022,0.48085454
2026-03-04,19:30,17,Bundesliga,Hamburg,Leverkusen,Away Win,0.25659344,0.23899005,0.50441647
2026-03-06,19:30,25,Bundesliga,Bayern Munich,M'gladbach,Home Win,0.75075346,0.16285361,0.08639295
2026-03-07,14:30,25,Bundesliga,Freiburg,Leverkusen,Away Win,0.3158258,0.24809834,0.4360759
2026-03-07,14:30,25,Bundesliga,Mainz,Stuttgart,Away Win,0.2538862,0.23838761,0.5077262
2026-03-07,14:30,25,Bundesliga,RB Leipzig,Augsburg,Home Win,0.5800084,0.2255455,0.19444607
2026-03-07,14:30,25,Bundesliga,Heidenheim,Hoffenheim,Away Win,0.24222429,0.23580804,0.5219676
2026-03-07,14:30,25,Bundesliga,Wolfsburg,Hamburg,Away Win,0.32358763,0.24892554,0.4274868
2026-03-07,17:30,25,Bundesliga,FC Koln,Dortmund,Away Win,0.23865615,0.23480561,0.52653825
2026-03-08,14:30,25,Bundesliga,St Pauli,Ein Frankfurt,Away Win,0.3377706,0.25021803,0.41201138
2026-03-08,16:30,25,Bundesliga,Union Berlin,Werder Bremen,Home Win,0.47240093,0.246804,0.28079504
2026-03-13,19:30,26,Bundesliga,M'gladbach,St Pauli,Home Win,0.46568754,0.24754696,0.28676552
2026-03-14,14:30,26,Bundesliga,Leverkusen,Bayern Munich,Away Win,0.2815861,0.24359687,0.47481704
2026-03-14,14:30,26,Bundesliga,Hoffenheim,Wolfsburg,Home Win,0.6882494,0.18934555,0.12240504
2026-03-14,14:30,26,Bundesliga,Dortmund,Augsburg,Home Win,0.70454216,0.18285105,0.112606786
2026-03-14,14:30,26,Bundesliga,Ein Frankfurt,Heidenheim,Home Win,0.5464087,0.23421083,0.2193805
2026-03-14,17:30,26,Bundesliga,Hamburg,FC Koln,Home Win,0.45609537,0.24854244,0.2953622
2026-03-15,14:30,26,Bundesliga,Werder Bremen,Mainz,Away Win,0.30450198,0.24706429,0.44843373
2026-03-15,16:30,26,Bundesliga,Freiburg,Union Berlin,Home Win,0.5367724,0.23641439,0.2268133
2026-03-15,18:30,26,Bundesliga,Stuttgart,RB Leipzig,Home Win,0.4936012,0.24368021,0.2627186
2026-03-20,19:30,27,Bundesliga,RB Leipzig,Hoffenheim,Away Win,0.31938714,0.24846861,0.43214425
2026-03-21,14:30,27,Bundesliga,Heidenheim,Leverkusen,Away Win,0.24250048,0.23588146,0.52161807
2026-03-21,14:30,27,Bundesliga,Wolfsburg,Werder Bremen,Home Win,0.382777,0.2516768,0.3655462
2026-03-21,14:30,27,Bundesliga,FC Koln,M'gladbach,Away Win,0.37158135,0.25185597,0.3765627
2026-03-21,14:30,27,Bundesliga,Bayern Munich,Union Berlin,Home Win,0.75041926,0.16300687,0.086573884
2026-03-21,17:30,27,Bundesliga,Dortmund,Hamburg,Home Win,0.69680333,0.18597077,0.11722587
2026-03-22,14:30,27,Bundesliga,Mainz,Ein Frankfurt,Home Win,0.45228493,0.24870034,0.29901478
2026-03-22,16:30,27,Bundesliga,St Pauli,Freiburg,Away Win,0.28138447,0.2438725,0.47474304
2026-03-22,18:30,27,Bundesliga,Augsburg,Stuttgart,Away Win,0.23948063,0.2348251,0.52569425
2026-04-04,00:00,28,Bundesliga,Freiburg,Bayern Munich,Away Win,0.24113525,0.23519322,0.5236715
2026-04-04,00:00,28,Bundesliga,Stuttgart,Dortmund,Away Win,0.30514398,0.24736394,0.44749203
2026-04-04,00:00,28,Bundesliga,Hoffenheim,Mainz,Home Win,0.62673414,0.21138366,0.16188219
2026-04-04,00:00,28,Bundesliga,Werder Bremen,RB Leipzig,Away Win,0.24989127,0.23742619,0.51268256
2026-04-04,00:00,28,Bundesliga,Leverkusen,Wolfsburg,Home Win,0.64546925,0.20508099,0.14944977
2026-04-04,00:00,28,Bundesliga,Hamburg,Augsburg,Home Win,0.42534816,0.25067723,0.32397455
2026-04-04,00:00,28,Bundesliga,Union Berlin,St Pauli,Home Win,0.4827001,0.24550438,0.27179554
2026-04-04,00:00,28,Bundesliga,M'gladbach,Heidenheim,Home Win,0.5100638,0.24139883,0.24853738
2026-04-04,00:00,28,Bundesliga,Ein Frankfurt,FC Koln,Home Win,0.48236173,0.2454926,0.27214566
2026-04-11,00:00,29,Bundesliga,St Pauli,Bayern Munich,Away Win,0.22810641,0.23169863,0.5401949
2026-04-11,00:00,29,Bundesliga,Dortmund,Leverkusen,Home Win,0.59825695,0.22027926,0.18146382
